book_id,language,t_word,t_uword,t_sent,t_char,t_stopword,a_word_ps,a_char_pw,ttr,long_word_ratio,avg_vowels_pw,vowel_ratio,syllable_complexity,fre,gfi,t_punct,a_char_ps,t_n_ent,a_n_ent_pw,a_n_ent_ps,simp_adj_var,simp_adp_var,simp_adv_var,simp_aux_var,simp_cconj_var,simp_det_var,simp_intj_var,simp_noun_var,simp_num_var,simp_part_var,simp_pron_var,simp_propn_var,simp_punct_var,simp_sconj_var,simp_sym_var,simp_verb_var,simp_space_var,root_adj_var,root_adp_var,root_adv_var,root_aux_var,root_cconj_var,root_det_var,root_intj_var,root_noun_var,root_num_var,root_part_var,root_pron_var,root_propn_var,root_punct_var,root_sconj_var,root_sym_var,root_verb_var,root_space_var,corr_adj_var,corr_adp_var,corr_adv_var,corr_aux_var,corr_cconj_var,corr_det_var,corr_intj_var,corr_noun_var,corr_num_var,corr_part_var,corr_pron_var,corr_propn_var,corr_punct_var,corr_sconj_var,corr_sym_var,corr_verb_var,corr_space_var,simp_ttr,root_ttr,corr_ttr,bilog_ttr,uber_ttr,simp_ttr_no_lem,root_ttr_no_lem,corr_ttr_no_lem,bilog_ttr_no_lem,uber_ttr_no_lem,n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_adj_pw,a_adp_pw,a_adv_pw,a_aux_pw,a_cconj_pw,a_det_pw,a_intj_pw,a_noun_pw,a_num_pw,a_part_pw,a_pron_pw,a_propn_pw,a_punct_pw,a_sconj_pw,a_sym_pw,a_verb_pw,a_space_pw,a_adj_ps,a_adp_ps,a_adv_ps,a_aux_ps,a_cconj_ps,a_det_ps,a_intj_ps,a_noun_ps,a_num_ps,a_part_ps,a_pron_ps,a_propn_ps,a_punct_ps,a_sconj_ps,a_sym_ps,a_verb_ps,a_space_ps,fkre,fkgl,fogi,smog,cole,auto
1135,en,35,35,3,166,14,11.667,4.743,1.0,,,,,,,4.0,55.333,2.0,0.057,0.667,1.0,1.0,1.0,1.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,2.449,2.0,1.732,1.414,0.0,1.342,0.0,2.646,0.0,0.0,1.414,1.732,1.0,0.0,0.0,1.732,0.0,1.732,1.414,1.225,1.0,0.0,0.949,0.0,1.871,0.0,0.0,1.0,1.225,0.707,0.0,0.0,1.225,0.0,1.0,5.916,4.183,1.0,0.0,1.0,5.916,4.183,1.0,0.0,6.0,4.0,3.0,2.0,0.0,5.0,0.0,7.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,0.0,6.0,4.0,3.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.171,0.114,0.086,0.057,0.0,0.143,0.0,0.2,0.0,0.0,0.057,0.086,0.114,0.0,0.0,0.086,0.0,2.0,1.333,1.0,0.667,0.0,1.667,0.0,2.333,0.0,0.0,0.667,1.0,1.333,0.0,0.0,1.0,0.0,66.885,6.829,10.381,3.298,9.551,6.742
1136,en,156,92,8,700,72,19.5,4.487,0.59,,,,,,,19.0,87.5,18.0,0.115,2.25,0.875,0.393,1.0,0.333,0.2,0.15,0.0,0.774,0.429,1.0,1.0,0.636,0.105,0.5,0.0,1.0,0.5,2.475,2.079,1.732,0.816,0.447,0.671,0.0,4.311,1.134,1.0,2.0,2.985,0.459,0.707,0.0,4.123,0.707,1.75,1.47,1.225,0.577,0.316,0.474,0.0,3.048,0.802,0.707,1.414,2.111,0.324,0.5,0.0,2.915,0.5,0.59,7.366,5.208,0.895,38.72,0.59,7.366,5.208,0.895,38.72,8.0,28.0,3.0,6.0,5.0,20.0,0.0,31.0,7.0,1.0,4.0,22.0,19.0,2.0,0.0,17.0,2.0,7.0,11.0,3.0,2.0,1.0,3.0,0.0,24.0,3.0,1.0,4.0,14.0,2.0,1.0,0.0,17.0,1.0,0.051,0.179,0.019,0.038,0.032,0.128,0.0,0.199,0.045,0.006,0.026,0.141,0.122,0.013,0.0,0.109,0.013,1.0,3.5,0.375,0.75,0.625,2.5,0.0,3.875,0.875,0.125,0.5,2.75,2.375,0.25,0.0,2.125,0.25,75.327,7.597,13.185,2.02,9.067,9.455
1137,en,266,153,10,1245,133,26.6,4.68,0.575,,,,,,,35.0,124.5,14.0,0.053,1.4,0.875,0.37,0.909,0.6,0.167,0.156,0.0,0.868,0.0,0.182,0.323,0.4,0.057,0.8,0.0,0.857,0.2,4.95,1.925,3.015,1.897,0.408,0.884,0.0,6.319,0.0,0.603,1.796,1.265,0.338,1.789,0.0,5.071,0.447,3.5,1.361,2.132,1.342,0.289,0.625,0.0,4.468,0.0,0.426,1.27,0.894,0.239,1.265,0.0,3.586,0.316,0.575,9.381,6.633,0.901,45.755,0.575,9.381,6.633,0.901,45.755,32.0,27.0,11.0,10.0,6.0,32.0,0.0,53.0,0.0,11.0,31.0,10.0,35.0,5.0,0.0,35.0,5.0,28.0,10.0,10.0,6.0,1.0,5.0,0.0,46.0,0.0,2.0,10.0,4.0,2.0,4.0,0.0,30.0,1.0,0.12,0.102,0.041,0.038,0.023,0.12,0.0,0.199,0.0,0.041,0.117,0.038,0.132,0.019,0.0,0.132,0.019,3.2,2.7,1.1,1.0,0.6,3.2,0.0,5.3,0.0,1.1,3.1,1.0,3.5,0.5,0.0,3.5,0.5,49.438,12.972,17.557,7.449,10.608,13.915
1138,en,558,278,38,2401,277,14.684,4.303,0.498,,,,,,,52.0,63.184,54.0,0.097,1.421,0.971,0.267,0.96,0.167,0.111,0.104,0.0,0.8,0.4,0.211,0.308,0.587,0.077,0.6,0.0,0.679,0.143,5.659,2.066,4.8,0.913,0.471,0.855,0.0,8.0,0.894,0.918,1.922,4.662,0.555,1.897,0.0,6.111,0.378,4.002,1.461,3.394,0.645,0.333,0.605,0.0,5.657,0.632,0.649,1.359,3.296,0.392,1.342,0.0,4.321,0.267,0.498,11.769,8.322,0.89,45.455,0.498,11.769,8.322,0.89,45.455,34.0,60.0,25.0,30.0,18.0,67.0,0.0,100.0,5.0,19.0,39.0,63.0,52.0,10.0,0.0,81.0,7.0,33.0,16.0,24.0,5.0,2.0,7.0,0.0,80.0,2.0,4.0,12.0,37.0,4.0,6.0,0.0,55.0,1.0,0.061,0.108,0.045,0.054,0.032,0.12,0.0,0.179,0.009,0.034,0.07,0.113,0.093,0.018,0.0,0.145,0.013,0.895,1.579,0.658,0.789,0.474,1.763,0.0,2.632,0.132,0.5,1.026,1.658,1.368,0.263,0.0,2.132,0.184,83.982,5.193,9.888,2.78,7.485,6.179
1139,en,477,243,24,2135,232,19.875,4.476,0.509,,,,,,,52.0,88.958,65.0,0.136,2.708,0.781,0.266,0.8,0.348,0.2,0.075,0.0,0.827,0.6,0.154,0.333,0.514,0.077,0.667,0.0,0.846,0.2,4.419,2.125,3.098,1.668,0.775,0.549,0.0,7.444,1.342,0.555,1.826,4.303,0.555,1.633,0.0,6.822,0.447,3.125,1.503,2.191,1.18,0.548,0.389,0.0,5.264,0.949,0.392,1.291,3.043,0.392,1.155,0.0,4.824,0.316,0.509,11.126,7.867,0.891,44.738,0.509,11.126,7.867,0.891,44.738,32.0,64.0,15.0,23.0,15.0,53.0,0.0,81.0,5.0,13.0,30.0,70.0,52.0,6.0,0.0,65.0,5.0,25.0,17.0,12.0,8.0,3.0,4.0,0.0,67.0,3.0,2.0,10.0,36.0,4.0,4.0,0.0,55.0,1.0,0.067,0.134,0.031,0.048,0.031,0.111,0.0,0.17,0.01,0.027,0.063,0.147,0.109,0.013,0.0,0.136,0.01,1.333,2.667,0.625,0.958,0.625,2.208,0.0,3.375,0.208,0.542,1.25,2.917,2.167,0.25,0.0,2.708,0.208,64.107,9.255,13.233,4.516,9.029,9.589
1140,en,529,266,23,2432,263,23.0,4.597,0.503,,,,,,,58.0,105.739,41.0,0.078,1.783,0.848,0.309,0.95,0.194,0.083,0.071,0.0,0.796,0.571,0.091,0.35,0.447,0.052,0.429,0.0,0.9,0.286,4.874,2.292,4.249,1.078,0.408,0.535,0.0,8.08,1.512,0.426,2.214,3.063,0.394,1.604,0.0,7.53,0.756,3.447,1.621,3.004,0.762,0.289,0.378,0.0,5.713,1.069,0.302,1.565,2.166,0.279,1.134,0.0,5.324,0.535,0.503,11.565,8.178,0.89,45.347,0.503,11.565,8.178,0.89,45.347,33.0,55.0,20.0,31.0,24.0,56.0,0.0,103.0,7.0,22.0,40.0,47.0,58.0,14.0,0.0,70.0,7.0,28.0,17.0,19.0,6.0,2.0,4.0,0.0,82.0,4.0,2.0,14.0,21.0,3.0,6.0,0.0,63.0,2.0,0.062,0.104,0.038,0.059,0.045,0.106,0.0,0.195,0.013,0.042,0.076,0.089,0.11,0.026,0.0,0.132,0.013,1.435,2.391,0.87,1.348,1.043,2.435,0.0,4.478,0.304,0.957,1.739,2.043,2.522,0.609,0.0,3.043,0.304,68.824,9.374,14.115,5.327,9.945,11.724
1141,en,46,38,2,232,16,23.0,5.043,0.826,,,,,,,8.0,116.0,6.0,0.13,3.0,1.0,1.0,1.0,0.5,1.0,0.4,0.0,0.857,0.0,1.0,1.0,0.8,0.25,1.0,0.0,1.0,0.333,1.414,1.414,1.414,0.707,1.414,0.894,0.0,2.268,0.0,1.414,1.0,2.53,0.707,1.0,0.0,2.646,0.577,1.0,1.0,1.0,0.5,1.0,0.632,0.0,1.604,0.0,1.0,0.707,1.789,0.5,0.707,0.0,1.871,0.408,0.826,5.603,3.962,0.95,69.258,0.826,5.603,3.962,0.95,69.258,2.0,2.0,2.0,2.0,2.0,5.0,0.0,7.0,0.0,2.0,1.0,10.0,8.0,1.0,0.0,7.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,6.0,0.0,2.0,1.0,8.0,2.0,1.0,0.0,7.0,1.0,0.043,0.043,0.043,0.043,0.043,0.109,0.0,0.152,0.0,0.043,0.022,0.217,0.174,0.022,0.0,0.152,0.065,1.0,1.0,1.0,1.0,1.0,2.5,0.0,3.5,0.0,1.0,0.5,5.0,4.0,0.5,0.0,3.5,1.5,40.038,13.389,21.374,9.033,12.569,13.825
1142,en,528,240,26,2434,265,20.308,4.61,0.455,,,,,,,52.0,93.615,45.0,0.085,1.731,0.806,0.246,0.917,0.167,0.105,0.094,0.0,0.65,0.0,0.333,0.213,0.491,0.058,0.5,0.0,0.841,0.143,4.833,1.985,3.175,0.816,0.459,0.687,0.0,6.5,0.0,1.0,1.664,3.571,0.416,2.236,0.0,6.982,0.378,3.418,1.403,2.245,0.577,0.324,0.486,0.0,4.596,0.0,0.707,1.177,2.525,0.294,1.581,0.0,4.937,0.267,0.455,10.445,7.385,0.874,38.096,0.455,10.445,7.385,0.874,38.096,36.0,65.0,12.0,24.0,19.0,53.0,0.0,100.0,0.0,9.0,61.0,53.0,52.0,20.0,0.0,69.0,7.0,29.0,16.0,11.0,4.0,2.0,5.0,0.0,65.0,0.0,3.0,13.0,26.0,3.0,10.0,0.0,58.0,1.0,0.068,0.123,0.023,0.045,0.036,0.1,0.0,0.189,0.0,0.017,0.116,0.1,0.098,0.038,0.0,0.131,0.013,1.385,2.5,0.462,0.923,0.731,2.038,0.0,3.846,0.0,0.346,2.346,2.038,2.0,0.769,0.0,2.654,0.269,66.853,8.98,14.335,4.339,9.848,10.436
1143,en,516,242,23,2443,273,22.435,4.734,0.469,,,,,,,51.0,106.217,50.0,0.097,2.174,0.889,0.333,0.864,0.235,0.125,0.075,0.0,0.635,0.545,0.143,0.333,0.543,0.059,0.556,0.0,0.836,0.25,5.333,2.646,4.051,0.97,0.5,0.671,0.0,6.472,1.809,0.535,2.082,3.686,0.42,1.667,0.0,6.203,0.5,3.771,1.871,2.864,0.686,0.354,0.474,0.0,4.576,1.279,0.378,1.472,2.606,0.297,1.179,0.0,4.386,0.354,0.469,10.653,7.533,0.879,39.791,0.469,10.653,7.533,0.879,39.791,36.0,63.0,22.0,17.0,16.0,80.0,0.0,104.0,11.0,14.0,39.0,46.0,51.0,9.0,0.0,55.0,4.0,32.0,21.0,19.0,4.0,2.0,6.0,0.0,66.0,6.0,2.0,13.0,25.0,3.0,5.0,0.0,46.0,1.0,0.07,0.122,0.043,0.033,0.031,0.155,0.0,0.202,0.021,0.027,0.076,0.089,0.099,0.017,0.0,0.107,0.008,1.565,2.739,0.957,0.739,0.696,3.478,0.0,4.522,0.478,0.609,1.696,2.0,2.217,0.391,0.0,2.391,0.174,63.886,9.922,13.78,5.459,10.719,12.087
1144,en,304,152,16,1335,155,19.0,4.391,0.5,,,,,,,27.0,83.438,38.0,0.125,2.375,1.0,0.279,1.0,0.353,0.2,0.182,0.0,0.796,1.0,0.25,0.367,0.324,0.111,0.7,0.0,0.795,0.167,3.0,1.83,2.828,1.455,0.632,0.853,0.0,5.571,2.449,0.866,2.008,1.973,0.577,2.214,0.0,5.276,0.408,2.121,1.294,2.0,1.029,0.447,0.603,0.0,3.94,1.732,0.612,1.42,1.395,0.408,1.565,0.0,3.731,0.289,0.5,8.718,6.164,0.879,36.413,0.5,8.718,6.164,0.879,36.413,9.0,43.0,8.0,17.0,10.0,22.0,0.0,49.0,6.0,12.0,30.0,37.0,27.0,10.0,0.0,44.0,6.0,9.0,12.0,8.0,6.0,2.0,4.0,0.0,39.0,6.0,3.0,11.0,12.0,3.0,7.0,0.0,35.0,1.0,0.03,0.141,0.026,0.056,0.033,0.072,0.0,0.161,0.02,0.039,0.099,0.122,0.089,0.033,0.0,0.145,0.02,0.562,2.688,0.5,1.062,0.625,1.375,0.0,3.062,0.375,0.75,1.875,2.312,1.688,0.625,0.0,2.75,0.375,77.626,7.152,11.021,3.194,8.464,8.754
1145,en,447,236,24,2089,213,18.625,4.673,0.528,,,,,,,59.0,87.042,50.0,0.112,2.083,0.833,0.333,0.875,0.235,0.2,0.138,0.0,0.802,1.0,0.083,0.4,0.571,0.051,0.875,0.0,0.833,0.5,4.564,2.309,2.475,0.97,0.775,1.05,0.0,7.222,1.732,0.408,2.191,4.276,0.391,2.475,0.0,6.77,0.707,3.227,1.633,1.75,0.686,0.548,0.743,0.0,5.107,1.225,0.289,1.549,3.024,0.276,1.75,0.0,4.787,0.5,0.528,11.162,7.893,0.895,46.739,0.528,11.162,7.893,0.895,46.739,30.0,48.0,8.0,17.0,15.0,58.0,0.0,81.0,3.0,24.0,30.0,56.0,59.0,8.0,0.0,66.0,2.0,25.0,16.0,7.0,4.0,3.0,8.0,0.0,65.0,3.0,2.0,12.0,32.0,3.0,7.0,0.0,55.0,1.0,0.067,0.107,0.018,0.038,0.034,0.13,0.0,0.181,0.007,0.054,0.067,0.125,0.132,0.018,0.0,0.148,0.004,1.25,2.0,0.333,0.708,0.625,2.417,0.0,3.375,0.125,1.0,1.25,2.333,2.458,0.333,0.0,2.75,0.083,71.535,7.909,13.893,3.868,10.09,9.894
1146,en,70,59,3,303,28,23.333,4.329,0.843,,,,,,,6.0,101.0,3.0,0.043,1.0,1.0,0.8,1.0,0.333,1.0,0.667,0.0,1.0,0.0,0.0,0.714,1.0,0.333,0.667,0.0,1.0,0.167,2.449,1.789,1.732,0.577,1.414,1.633,0.0,4.0,0.0,0.0,1.89,2.0,0.816,1.155,0.0,3.0,0.408,1.732,1.265,1.225,0.408,1.0,1.155,0.0,2.828,0.0,0.0,1.336,1.414,0.577,0.816,0.0,2.121,0.289,0.843,7.052,4.986,0.96,97.254,0.843,7.052,4.986,0.96,97.254,6.0,5.0,3.0,3.0,2.0,6.0,0.0,16.0,0.0,0.0,7.0,4.0,6.0,3.0,0.0,9.0,6.0,6.0,4.0,3.0,1.0,2.0,4.0,0.0,16.0,0.0,0.0,5.0,4.0,2.0,2.0,0.0,9.0,1.0,0.086,0.071,0.043,0.043,0.029,0.086,0.0,0.229,0.0,0.0,0.1,0.057,0.086,0.043,0.0,0.129,0.086,2.0,1.667,1.0,1.0,0.667,2.0,0.0,5.333,0.0,0.0,2.333,1.333,2.0,1.0,0.0,3.0,2.0,84.049,7.333,10.476,0.0,8.383,10.624
1147,en,39,28,1,175,16,39.0,4.487,0.718,,,,,,,7.0,175.0,4.0,0.103,4.0,0.0,0.5,0.0,1.0,0.25,0.25,0.0,1.0,1.0,0.0,0.0,0.765,0.286,1.0,0.0,1.0,1.0,0.0,1.225,0.0,1.0,0.5,0.5,0.0,1.414,1.0,0.0,0.0,3.153,0.756,1.0,0.0,1.414,1.0,0.0,0.866,0.0,0.707,0.354,0.354,0.0,1.0,0.707,0.0,0.0,2.229,0.535,0.707,0.0,1.0,0.707,0.718,4.484,3.17,0.91,33.509,0.718,4.484,3.17,0.91,33.509,0.0,6.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,17.0,7.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,13.0,2.0,1.0,0.0,2.0,1.0,0.0,0.154,0.0,0.026,0.103,0.103,0.0,0.051,0.026,0.0,0.0,0.436,0.179,0.026,0.0,0.051,0.026,0.0,6.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,17.0,7.0,1.0,0.0,2.0,1.0,63.127,14.143,17.651,0.0,9.826,19.205
1148,en,250,148,16,1057,128,15.625,4.228,0.592,,,,,,,24.0,66.062,23.0,0.092,1.438,0.842,0.609,1.0,0.286,0.111,0.167,0.0,0.762,1.0,0.308,0.458,0.69,0.083,1.0,0.0,0.806,0.5,3.671,2.919,3.606,1.069,0.333,0.816,0.0,4.938,1.414,1.109,2.245,3.714,0.408,2.236,0.0,4.49,0.707,2.596,2.064,2.55,0.756,0.236,0.577,0.0,3.491,1.0,0.784,1.588,2.626,0.289,1.581,0.0,3.175,0.5,0.592,9.36,6.619,0.905,47.634,0.592,9.36,6.619,0.905,47.634,19.0,23.0,13.0,14.0,9.0,24.0,0.0,42.0,2.0,13.0,24.0,29.0,24.0,5.0,0.0,31.0,2.0,16.0,14.0,13.0,4.0,1.0,4.0,0.0,32.0,2.0,4.0,11.0,20.0,2.0,5.0,0.0,25.0,1.0,0.076,0.092,0.052,0.056,0.036,0.096,0.0,0.168,0.008,0.052,0.096,0.116,0.096,0.02,0.0,0.124,0.008,1.188,1.438,0.812,0.875,0.562,1.5,0.0,2.625,0.125,0.812,1.5,1.812,1.5,0.312,0.0,1.938,0.125,80.319,5.938,10.41,2.856,7.166,6.296
1149,en,417,211,14,1813,223,29.786,4.348,0.506,,,,,,,34.0,129.5,29.0,0.07,2.071,0.862,0.302,0.923,0.278,0.111,0.087,0.0,0.899,0.6,0.158,0.293,0.267,0.088,0.538,0.0,0.911,0.5,4.642,1.982,3.328,1.179,0.471,0.59,0.0,7.464,1.342,0.688,1.874,1.789,0.514,1.941,0.0,6.815,0.707,3.283,1.402,2.353,0.833,0.333,0.417,0.0,5.278,0.949,0.487,1.325,1.265,0.364,1.373,0.0,4.819,0.5,0.506,10.333,7.306,0.887,42.045,0.506,10.333,7.306,0.887,42.045,29.0,43.0,13.0,18.0,18.0,46.0,0.0,69.0,5.0,19.0,41.0,45.0,34.0,13.0,0.0,56.0,2.0,25.0,13.0,12.0,5.0,2.0,4.0,0.0,62.0,3.0,3.0,12.0,12.0,3.0,7.0,0.0,51.0,1.0,0.07,0.103,0.031,0.043,0.043,0.11,0.0,0.165,0.012,0.046,0.098,0.108,0.082,0.031,0.0,0.134,0.005,2.071,3.071,0.929,1.286,1.286,3.286,0.0,4.929,0.357,1.357,2.929,3.214,2.429,0.929,0.0,4.0,0.143,65.02,11.59,15.751,4.828,8.771,13.941
1150,en,100,74,4,437,52,25.0,4.37,0.74,,,,,,,13.0,109.25,5.0,0.05,1.25,1.0,0.5,1.0,0.5,1.0,0.267,0.0,0.87,1.0,0.0,0.571,1.0,0.231,1.0,0.0,1.0,0.5,2.449,2.0,1.414,1.225,1.414,1.033,0.0,4.17,1.0,0.0,1.512,2.646,0.832,1.732,0.0,3.162,0.707,1.732,1.414,1.0,0.866,1.0,0.73,0.0,2.949,0.707,0.0,1.069,1.871,0.588,1.225,0.0,2.236,0.5,0.74,7.4,5.233,0.935,61.523,0.74,7.4,5.233,0.935,61.523,6.0,16.0,2.0,6.0,2.0,15.0,0.0,23.0,1.0,0.0,7.0,7.0,13.0,3.0,0.0,10.0,2.0,6.0,8.0,2.0,3.0,2.0,4.0,0.0,20.0,1.0,0.0,4.0,7.0,3.0,3.0,0.0,10.0,1.0,0.06,0.16,0.02,0.06,0.02,0.15,0.0,0.23,0.01,0.0,0.07,0.07,0.13,0.03,0.0,0.1,0.02,1.5,4.0,0.5,1.5,0.5,3.75,0.0,5.75,0.25,0.0,1.75,1.75,3.25,0.75,0.0,2.5,0.5,74.864,9.028,14.0,2.856,8.712,11.653
1151,en,560,250,27,2377,316,20.741,4.245,0.446,,,,,,,71.0,88.037,33.0,0.059,1.222,0.917,0.278,0.821,0.241,0.1,0.122,0.0,0.714,1.0,0.176,0.268,0.514,0.056,0.435,0.0,0.656,0.25,4.491,2.357,4.347,1.3,0.447,0.857,0.0,6.814,1.414,0.728,2.255,3.124,0.475,2.085,0.0,6.325,0.5,3.175,1.667,3.074,0.919,0.316,0.606,0.0,4.818,1.0,0.514,1.594,2.209,0.336,1.474,0.0,4.473,0.354,0.446,10.564,7.47,0.873,37.802,0.446,10.564,7.47,0.873,37.802,24.0,72.0,28.0,29.0,20.0,49.0,0.0,91.0,2.0,17.0,71.0,37.0,71.0,23.0,0.0,93.0,4.0,22.0,20.0,23.0,7.0,2.0,6.0,0.0,65.0,2.0,3.0,19.0,19.0,4.0,10.0,0.0,61.0,1.0,0.043,0.129,0.05,0.052,0.036,0.087,0.0,0.163,0.004,0.03,0.127,0.066,0.127,0.041,0.0,0.166,0.007,0.889,2.667,1.037,1.074,0.741,1.815,0.0,3.37,0.074,0.63,2.63,1.37,2.63,0.852,0.0,3.444,0.148,75.35,7.902,11.868,4.114,7.731,8.933
1152,en,479,219,12,2494,223,39.917,5.207,0.457,,,,,,,44.0,207.833,33.0,0.069,2.75,0.784,0.211,0.875,0.25,0.136,0.125,0.0,0.58,0.667,0.25,0.526,0.621,0.068,0.571,0.0,0.78,0.077,5.601,1.835,3.5,0.866,0.64,0.935,0.0,6.325,2.0,0.707,2.294,3.343,0.452,1.512,0.0,4.998,0.277,3.961,1.298,2.475,0.612,0.452,0.661,0.0,4.473,1.414,0.5,1.622,2.364,0.32,1.069,0.0,3.534,0.196,0.457,10.006,7.076,0.873,37.108,0.457,10.006,7.076,0.873,37.108,51.0,76.0,16.0,12.0,22.0,56.0,0.0,119.0,9.0,8.0,19.0,29.0,44.0,7.0,0.0,41.0,13.0,40.0,16.0,14.0,3.0,3.0,7.0,0.0,69.0,6.0,2.0,10.0,18.0,3.0,4.0,0.0,32.0,1.0,0.106,0.159,0.033,0.025,0.046,0.117,0.0,0.248,0.019,0.017,0.04,0.061,0.092,0.015,0.0,0.086,0.027,4.25,6.333,1.333,1.0,1.833,4.667,0.0,9.917,0.75,0.667,1.583,2.417,3.667,0.583,0.0,3.417,1.083,24.319,19.784,25.403,11.544,14.074,23.052
1153,en,357,187,14,1596,165,25.5,4.471,0.524,,,,,,,43.0,114.0,26.0,0.073,1.857,0.88,0.255,0.846,0.071,0.25,0.139,0.0,0.873,1.0,0.091,0.241,0.708,0.07,0.714,0.0,0.816,0.083,4.4,1.75,3.051,0.267,0.707,0.833,0.0,6.472,1.732,0.302,1.3,4.907,0.457,1.89,0.0,5.714,0.289,3.111,1.238,2.157,0.189,0.5,0.589,0.0,4.577,1.225,0.213,0.919,3.47,0.323,1.336,0.0,4.041,0.204,0.524,9.897,6.998,0.89,42.319,0.524,9.897,6.998,0.89,42.319,25.0,47.0,13.0,14.0,8.0,36.0,0.0,55.0,3.0,11.0,29.0,48.0,43.0,7.0,0.0,49.0,12.0,22.0,12.0,11.0,1.0,2.0,5.0,0.0,48.0,3.0,1.0,7.0,34.0,3.0,5.0,0.0,40.0,1.0,0.07,0.132,0.036,0.039,0.022,0.101,0.0,0.154,0.008,0.031,0.081,0.134,0.12,0.02,0.0,0.137,0.034,1.786,3.357,0.929,1.0,0.571,2.571,0.0,3.929,0.214,0.786,2.071,3.429,3.071,0.5,0.0,3.5,0.857,63.887,10.683,16.026,5.289,9.326,12.376
1154,en,102,66,5,414,61,20.4,4.059,0.647,,,,,,,12.0,82.8,5.0,0.049,1.0,1.0,0.714,1.0,0.333,0.333,0.5,0.0,0.684,0.667,0.6,0.267,1.0,0.25,1.0,0.0,0.867,1.0,2.0,1.89,1.414,0.816,0.816,1.732,0.0,2.982,1.155,1.342,1.033,2.0,0.866,1.732,0.0,3.357,1.0,1.414,1.336,1.0,0.577,0.577,1.225,0.0,2.109,0.816,0.949,0.73,1.414,0.612,1.225,0.0,2.373,0.707,0.647,6.535,4.621,0.906,40.323,0.647,6.535,4.621,0.906,40.323,4.0,7.0,2.0,6.0,6.0,12.0,0.0,19.0,3.0,5.0,15.0,4.0,12.0,3.0,0.0,15.0,1.0,4.0,5.0,2.0,2.0,2.0,6.0,0.0,13.0,2.0,3.0,4.0,4.0,3.0,3.0,0.0,13.0,1.0,0.039,0.069,0.02,0.059,0.059,0.118,0.0,0.186,0.029,0.049,0.147,0.039,0.118,0.029,0.0,0.147,0.01,0.8,1.4,0.4,1.2,1.2,2.4,0.0,3.8,0.6,1.0,3.0,0.8,2.4,0.6,0.0,3.0,0.2,85.77,6.364,10.121,0.0,6.615,7.887
1155,en,58,49,3,306,29,19.333,5.276,0.845,,,,,,,4.0,102.0,3.0,0.052,1.0,1.0,0.75,1.0,0.6,0.5,0.333,0.0,1.0,0.0,1.0,0.667,1.0,0.75,0.0,0.0,1.0,0.0,1.414,2.121,1.732,1.342,0.707,0.816,0.0,3.464,0.0,1.0,1.633,2.236,1.5,0.0,0.0,2.828,0.0,1.0,1.5,1.225,0.949,0.5,0.577,0.0,2.449,0.0,0.707,1.155,1.581,1.061,0.0,0.0,2.0,0.0,0.845,6.434,4.55,0.958,89.823,0.845,6.434,4.55,0.958,89.823,2.0,8.0,3.0,5.0,2.0,6.0,0.0,12.0,0.0,1.0,6.0,5.0,4.0,0.0,0.0,8.0,0.0,2.0,6.0,3.0,3.0,1.0,2.0,0.0,12.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,8.0,0.0,0.034,0.138,0.052,0.086,0.034,0.103,0.0,0.207,0.0,0.017,0.103,0.086,0.069,0.0,0.0,0.138,0.0,0.667,2.667,1.0,1.667,0.667,2.0,0.0,4.0,0.0,0.333,2.0,1.667,1.333,0.0,0.0,2.667,0.0,53.019,10.667,16.699,4.664,13.691,13.086
